CPU_Utilization_Pct,Memory_Usage_Pct,Clock_Speed_GHz,Ambient_Temp_C,Voltage_V,Current_Load_Amps,Power_Consumption_W,Fan_Speed_RPM,Airflow_CFM,CPU_Temperature_C
97.19,64.26,2.6,22.67,1.43,125.57,179.17,3664.51,37.33,56.59
77.64,80.4,3.96,21.27,1.22,149.76,182.31,3886.04,45.39,51.7
24.3,32.91,2.51,23.88,1.36,140.62,191.24,5586.10,65.35,41.86
40.75,51.71,3.78,28.18,1.11,141.66,157.26,5188.39,59.58,49.11
24.45,75.54,4,24.94,1.45,124.81,180.76,2317.99,29.63,56.61
79,59.95,4.13,29.58,1.33,127.66,169.41,2042.22,24.5,80.53
15.3,71.12,3.28,23.05,1.43,86.26,123.26,6881.53,100.34,32.1
85.64,41.97,2.82,20.02,1.2,62.76,75.06,2634.89,30.05,52.19
94.8,22.43,3.93,21.78,1.02,149.83,152.83,2985.39,41.91,59.9
70.9,22.19,2.8,19.74,1.5,52.44,78.48,7587.25,104.67,31.43
29.17,90.71,2.37,26.22,1.38,102.29,141.27,7088.72,102.38,35.87
42.41,90.84,4.09,19.91,1.08,115.75,125.38,7670.65,91.8,35.59
52.95,35.85,3.03,24.22,1.32,100.31,132.41,7178.35,76.34,38.03
64.42,31.06,3.43,29.08,1.47,100.87,148.56,7211.40,103.19,44.1
70.18,21.36,4.3,23.21,1.45,97.47,141.24,3409.79,40.66,56.56
59.88,37.34,2.34,22.83,1.47,108.74,159.84,6714.37,79.31,39.38
41.62,45.08,3.39,20.44,1.05,96.58,101.89,4354.54,45.68,42.83
90.18,38.09,3.4,27.05,1.43,106.84,152.47,7417.39,104.79,42.4
17.33,79.8,4.15,21.65,1.45,57.78,83.54,4892.09,68.07,37.83
51.96,76.21,2.85,29.88,1.09,89.31,97.39,6797.07,68.8,44.17
79.8,26.08,3,20,1.35,145.22,196.6,7831.95,107.15,37.56
15.48,72.3,3.3,18.03,1.35,104.2,140.29,7588.42,83.64,30.35
73.48,59.04,2.42,24.47,1.34,146.53,196.99,3495.33,49.48,53.44
83.77,29.91,3.18,18.82,1.29,85.44,109.91,5328.43,53.98,43.25
69.47,75.47,3.09,22.44,1.12,56.75,63.5,3969.21,45.72,42.03
11.16,26.45,2.49,23.42,1.05,51.92,54.71,4930.61,51.93,33.1
26.21,33.29,4.08,20.98,1.12,140.36,157.6,2416.99,32.39,49.35
40.79,31.19,3.08,29.74,1.46,79.25,115.48,4585.56,61.72,48.35
31.03,90.43,2.77,22.14,1.11,76.18,84.78,5467.83,75.24,32.2
96.64,72.36,2.33,19.74,1.22,139.93,170.14,5949.16,75.54,41.91
68.64,50.85,2.22,18.45,1.22,66.58,81.26,5208.99,64.6,34.25
36.73,81.67,4.4,21.71,1.46,93.77,137.11,2077.39,30.88,52.26
93.67,36.2,4.49,27.85,1.06,144.94,153.27,4441.04,56.53,59.09
76.65,89.83,4.24,20.95,1.24,113.58,140.75,5384.53,76.65,42.25
35.61,72.27,3.15,25.18,1.4,146.33,205.56,7587.90,88.72,40.38
44.1,61.97,4.02,29.87,1.03,74.15,76.44,7608.78,97.03,39.93
27.95,79.6,4.09,22.12,1.37,78.51,107.78,2782.45,29.42,48.25
97.4,68.36,2.75,25.39,1.05,117.62,123.15,5507.66,69.19,49.7
56.56,86.53,3.47,25.19,1.23,149.32,183.09,4363.67,64.82,48.91
90.65,82.19,4.39,25.13,1.08,117.84,127.15,6726.12,77.81,44.37
41.18,34.84,2.7,29.44,1.19,122.36,146.21,7635.09,76.51,45.19
87.48,37.97,3.66,27.43,1.02,68.19,69.47,5392.66,77.44,44.1
14.85,24.88,3.66,18.11,1.42,131.74,187.21,6036.48,74.34,34.36
98.39,36.51,3.13,18.33,1.07,121.76,129.91,7867.66,81.3,39.55
92.08,45.76,3.23,18.48,1.09,96.64,105.7,5671.13,75.25,36.51
42.69,22.16,3.14,22.38,1.23,106.95,131.45,6571.47,91.48,35.01
79.72,43.62,3.3,23.28,1.01,112.36,113.46,4739.72,59.68,45.75
77.7,77.87,2.37,27.69,1.46,58.09,84.85,5840.82,62.11,46.94
91.11,83.02,3.99,25.64,1.21,146.88,177.25,7179.10,105.7,41.45
37.65,20.67,3.65,30,1.26,111.07,140.49,7167.08,81.41,43.63
51.9,20.54,4.43,27.53,1.43,105.73,151.69,5478.86,73.75,48.76
87.85,30.97,2.61,28.48,1.29,104.1,134.08,7934.53,109.12,40.71
80.07,85.44,2.36,20.18,1.04,147.88,153.78,4626.59,56.96,43.25
45.41,55.2,2.86,25.7,1.4,140.92,197.51,3814.06,54.14,45.2
86.12,93.72,3.27,19.79,1.46,74.83,109.11,4716.29,59.14,44.09
14.23,86.55,2.51,26.1,1.4,53.47,75.08,5014.67,55.72,36.44
80.38,86.76,3.15,27.72,1.1,126.4,138.41,7503.45,101.41,43.41
28.61,29.64,3.61,21.6,1.24,72.63,90.1,2362.73,29.67,46.09
35.75,55.64,2.14,20.01,1.15,64.25,73.87,5062.54,69.23,28.22
54.39,94.52,3.9,20.85,1.3,149.92,194.75,2894.57,36.09,55.56
50.48,31.18,4.35,27.73,1.42,90.29,128.09,2745.63,39.55,56.2
56.85,63.07,2.67,24.56,1.2,124.3,149.17,7357.35,110.17,35.19
59.03,45.82,3.94,24.44,1.3,81.82,106.06,4903.60,64.94,42.44
39.84,49.09,3.04,24.92,1.01,52.54,52.81,2373.60,33.17,46
25.77,86.81,3.66,23.91,1.18,72.97,85.76,4759.10,48.76,40.77
79.16,64.09,3.86,28.36,1.31,57.34,75.15,6006.20,64.9,48.34
46,76.91,2.74,24.09,1.5,62.39,93.28,2708.18,28.33,49.46
55.53,70.49,3.97,25.15,1.14,129.75,147.8,4366.93,56.36,47.05
68.02,59.68,2.26,29.76,1.09,142.62,155.08,7951.98,89.66,44.55
91.87,79.38,4.47,23.46,1.45,146.37,211.91,6974.70,83.43,49.06
73.68,92.8,2.84,20.25,1.28,89.83,115.11,4712.54,57.74,41.63
14.09,92.51,2.56,24.76,1.5,78.48,117.55,6227.48,78.29,34.79
85.47,79.21,2.35,26.46,1.13,129.45,145.9,4002.48,57.83,50.4
99.04,56.55,4.03,19.5,1.1,96.74,106.2,7213.04,84.49,39.71
52.52,32.24,3.46,19.94,1.18,132.18,155.69,7441.66,82.49,35.62
97.26,23.34,4.38,18.29,1.29,134.38,173.2,5396.87,57.52,47.79
59.26,37.36,3.62,26.93,1.04,146.26,151.85,2047.56,23.11,67.14
51.37,45.52,2.85,20.43,1.19,83.63,99.89,6881.74,91.52,30.64
39.83,29.74,4.09,28.81,1.03,77.7,80.25,5178.31,74.46,44.5
69.18,36.86,2.7,24.19,1.33,104.22,138.5,2585.07,28.17,58.58
30.68,26.27,2.73,29.46,1.17,98.65,115.62,2363.11,34.86,54.39
19.44,59.28,2.07,22.6,1.49,145.02,215.4,4949.27,51.48,41.23
12.45,29.47,2.63,29.47,1.05,83.09,87.37,6051.89,71.66,40.61
36.31,75.71,2.65,29.73,1.45,122.57,177.38,5037.62,61.88,47.56
45.62,44.95,2.74,19.56,1.01,85.97,87.1,3665.37,37.74,41.1
59.69,70.4,2.92,19.5,1.33,51.57,68.45,6692.07,97.17,30.45
36.35,86.19,3.44,23.08,1.47,57.15,84.23,2468.42,28.43,48.33
98.57,26.45,2.54,22.97,1.35,64.65,87.51,3133.50,41.21,53.23
36.26,94.18,3.59,25.8,1.02,90.75,92.13,6551.35,70.92,40.47
49.69,68.39,2.33,19.35,1.33,118.51,157.45,6674.59,96.5,31.44
19.29,24,4.33,27.08,1.14,87.59,100.23,5025.89,71.65,38.52
33.46,43.55,2.07,20.7,1.36,131.29,179.19,2616.40,28.06,48.67
14.35,86.47,4.27,19.81,1.23,144.13,176.71,2175.79,27.79,53.06
60.36,64.72,3.37,27.53,1.31,142.64,186.75,4444.77,47.99,54.75
77.6,41.54,3.78,18.96,1.01,52.54,53.16,4039.48,58.81,38.14
27.61,90.54,2.75,26.54,1.14,51.85,59.11,5846.55,72.71,37.4
43.11,79.04,2.43,19.33,1.15,126.22,145.27,5477.29,57.8,35.11
11.5,75.17,4.37,26.88,1.22,112.49,137.67,4294.46,52.18,49.94
85.56,86.63,3.1,27.49,1.44,80.72,116.26,6375.67,73.89,49.47
80.2,77.73,3.2,25.02,1.18,141.48,167.6,4182.53,48.37,55.37
15.69,41.51,4.46,22.22,1.35,54.78,74.05,2959.87,35.65,43.96
42.84,63.79,2.84,20.83,1.18,75.49,88.95,3403.83,44.11,38.07
95.98,83.17,2.25,27.71,1.1,76.71,84.42,6360.93,85.79,40.65
45.28,33.56,3.47,19.28,1.23,60.41,74.39,6465.72,70.43,33.98
57.36,32.23,3.39,29.69,1.12,106.37,119.33,6223.95,71.12,49.2
41.97,31.92,3.93,27.35,1.03,65.39,67.11,2131.29,23.78,57.28
63.65,34.57,4.39,26.28,1.11,116.04,128.47,7099.92,105.83,40
98.03,27.74,2.77,29.86,1.04,118.39,123.28,4439.58,63.45,52.37
99.78,82.82,3.8,26.26,1.02,114.76,117.48,7255.68,99.35,42.75
79.72,81.37,3.09,19.25,1.37,124.47,170.43,4233.53,46.86,50.05
46.39,31.35,3.96,21.87,1.35,149.45,201.39,7885.49,97.69,36.54
54.5,72.92,2.41,25.03,1.08,130.63,140.65,5334.50,63.96,43.41
42.11,67.02,3.25,24.9,1.02,95.94,97.89,3169.37,38.89,47.39
98.7,40.71,2.19,18.12,1.01,79.05,79.99,5305.99,79.14,38.87
73.7,37.05,3.4,21.12,1.37,71.83,98.1,2788.78,37.91,48.81
50.4,38.79,2.42,26.84,1.21,134.26,162.68,2317.30,27.45,59.28
11.09,74.8,4.4,25.92,1.21,128.34,155.91,2625.90,27.32,58.45
56.84,43.95,3.39,28.77,1.03,61.14,63.09,3739.41,43.05,48.07
98.55,40.85,3.32,29.52,1.4,144.32,202.14,4179.04,43.69,68.28
57.08,21.69,4.43,28.43,1.15,103.07,118.11,6023.71,83.75,43.82
26.42,88.12,3.25,24.64,1.21,61.76,74.73,3591.09,38.12,41.84
11.99,76.45,3.69,24.52,1.22,146.65,179.06,7682.18,82.39,40.07
41.92,55.46,2.12,22.43,1.44,91.72,132.16,2875.34,33.39,45.92
92.64,90.72,3.77,28.79,1.42,97.49,138.1,5744.22,77.12,50.9
99.69,42.01,2.26,27.97,1.16,119.17,138.75,3137.10,33.81,63.73
95.08,70.6,3.95,27.35,1.04,84.52,87.63,2103.34,25.33,72.28
75.65,42.89,4.19,27.34,1.28,54.15,69.24,5910.69,65.2,45
60.23,43.59,2.79,28.19,1.14,116.56,132.54,3709.01,51.1,50.13
63.16,83.35,4.2,29.03,1.15,85.89,99.15,2583.86,30.36,62.35
58.51,79.03,3.21,27.85,1.44,113.12,163.03,6503.42,78.75,46.6
73.63,42.06,3.43,27.78,1.37,126.79,173.48,5555.65,75.83,49.42
47.7,26.1,3.03,25.92,1.19,53.28,63.66,2154.53,26.27,51.75
70.23,46.82,3.19,23.5,1.32,114.68,151.79,2253.17,27.19,62.95
20.95,77,4.27,24.61,1.1,132.74,145.45,2157.63,22.78,61.25
33.91,27.54,4.37,24.42,1.33,51.26,68.37,2568.69,29.83,50.42
85.24,70.41,3.11,27.89,1.03,82.27,84.85,6852.90,96.65,42.79
91.34,86.73,3.29,21.19,1.33,118.98,158.04,3766.97,48.67,52.14
58.51,33.44,2.29,22.36,1.44,134.15,193.62,5803.32,65.86,43.92
12.85,84.67,2.81,24.69,1.29,119.48,154.16,2097.24,30.19,51.13
93.43,23.85,3.28,29.82,1.17,132.95,155.58,3128.19,44.99,61.71
73.19,70.02,2.51,23.87,1.28,135.08,172.79,6760.01,83.15,42.26
47.26,79.33,3.44,19.52,1.17,129.29,150.7,6329.52,81.61,35.64
63.85,53.36,3.71,26.09,1.15,81.95,93.89,4666.62,52.29,46.29
48.68,35.28,3.62,25.4,1,74.12,74.3,6911.22,95.13,38.09
51.88,89.35,3.11,28.16,1.13,98.03,110.36,2080.23,22.44,60.79
89.81,21.5,3.92,28.26,1.45,107.36,155.35,4058.43,55.48,55.98
24.5,61.63,2.8,21.11,1.09,53.02,57.76,2686.07,28.02,38.67
19.33,47.96,3.17,18.54,1.32,140.77,185.35,7310.06,101.02,29.89
10.25,54.58,2.68,27.42,1.31,87.27,114.04,7247.54,79.88,33.54
38.26,60.24,3.51,25.83,1.11,66.16,73.63,2194.00,32.1,49.85
23.27,60.11,3.1,19.7,1.39,70.96,98.34,6537.79,80.08,29.09
29.8,35.27,2.54,29.83,1.22,80.99,98.78,3976.41,52.01,44.15
11.01,70.98,2.77,29.11,1.4,86.07,120.38,4046.63,56.84,41.62
30.45,21.44,2.7,26.68,1.01,141.37,142.24,5993.31,61.26,42.6
39.94,21.59,4.28,18.64,1.07,85.43,91.79,4390.96,60.65,38.42
12.84,55.89,3.3,20.56,1.19,73.33,87.1,6153.58,69.67,32.46
64.71,60.64,3.63,21.89,1.24,88.69,109.75,5524.54,61.04,42.38
61.19,40.62,4.34,18.67,1.27,67.78,86.3,6967.97,96.64,32.86
18.73,61.38,2.46,27.93,1.39,98.58,137.46,2663.33,32.98,48.67
63.55,58.71,4.34,18.92,1.45,142.9,207.42,5402.41,78.1,39.55
99.88,46.19,3.35,20.46,1.16,124.8,144.59,2712.27,29.72,64.18
95,68.88,4.14,21.83,1.44,138.95,200.57,3019.93,39.89,63.5
10.24,91.85,2.42,21.98,1.13,147.8,167.48,6774.18,88.89,35.32
81.58,56.81,2.68,21.18,1.04,88.37,91.53,6398.65,90.46,34.93
41.82,78.95,2.49,29.74,1.29,68.1,87.85,2924.03,39.18,49.17
15.73,38.57,3.63,29.53,1.33,115.26,153.65,4582.33,52.85,46.31
36.64,77.15,2.35,25.44,1.15,116.92,134.19,5455.36,70.84,37.85
38.96,68.67,3.98,19.5,1.08,114.49,124.2,4058.97,58.24,40.63
57.09,67.98,2.63,26.48,1.05,126.74,132.89,4056.42,57.86,47.18
69.5,86.98,2.64,29.71,1.22,70.22,85.7,4133.07,59.26,48.91
77.42,37.5,2.7,29.98,1.2,51.31,61.8,6061.99,76.82,46.97
32.13,47.63,3.87,25.4,1.14,100.06,114.32,2871.46,39.68,50.75
38.96,26.23,4.31,20.26,1.11,64.71,71.86,4821.64,53.75,38.27
37.75,74.46,4.27,27.98,1.02,52.81,53.84,6166.90,90.74,38.58
42.65,83.29,2.25,25.47,1.34,95.93,128.98,6342.76,80.42,38.99
99.97,50.44,2.66,23.43,1.2,117.91,140.94,3103.75,41.15,55.1
80.01,46.76,3.68,19.8,1.11,103.78,114.99,2782.15,36.01,51.42
97.75,69.4,3.55,20.88,1.26,53.16,66.88,7251.96,77.25,37.56
72.38,25.67,2.88,24.94,1.44,69.43,100,4138.92,58.85,46.09
46.56,42.04,4.16,21.13,1.12,92.95,103.75,3861.40,45.29,43.65
45.08,47.47,2.33,23.73,1.31,131.63,172,6550.00,96.43,37.38
53.97,58.89,3.6,26.59,1.46,79.56,116.08,5117.57,52.62,48.23
47.52,55.74,2.68,29.85,1.19,135.54,161.37,5568.06,59.26,52.37
84.55,35.65,3.32,18.53,1.47,133.69,197.1,5210.93,58.64,46.6
51.85,60.56,2.97,27.56,1.01,112.49,113.2,6159.44,74.54,40.95
36.61,89.44,4.45,19.53,1.06,134.56,142.55,2562.61,31.38,51.3
79.74,22.03,3.22,29.32,1.27,115.59,146.39,4993.27,51.44,56.5
86.9,71.02,4.44,27.24,1.25,68.91,86.09,4184.41,44.33,56.32
47.84,66.85,2.64,22.77,1.49,51.17,76.3,3502.49,39.03,43.99
70.1,89.33,3.92,24.15,1.07,109.62,117.45,2326.84,31.21,58.74
15.29,68.4,3.79,26.12,1.5,70.55,105.5,7075.03,75.4,38.72
57.65,66.86,4.12,24.73,1.43,111.04,158.34,4509.39,61.79,48.49
14.05,77.74,3.73,29.76,1.11,71.78,79.78,7703.87,101.69,38.84
12.63,40.09,3.71,29.98,1.18,62.74,74.27,4142.10,52.16,42.6
65.16,64.68,3.65,18.68,1.06,92.1,97.61,6668.75,83.1,32.26
37.3,58.96,4.46,26.73,1.45,124.89,181.64,4133.44,54.44,54.54
76.83,52.89,2.57,26.96,1.19,73.58,87.76,7014.19,88.51,38.58
90.65,25.96,2.08,27.48,1.02,133.88,136.47,6467.57,65.83,49.45
22.55,41.95,3.69,29,1.29,139.26,179.48,2238.32,29.14,60.38
75.21,41,2.43,25.12,1.13,75.6,85.35,5113.76,55.24,43.67
56.31,74.32,3.7,21.05,1.19,75.93,90.52,2923.93,41.79,45.47
20.09,89.05,2.8,26.06,1.23,85.66,105.77,6789.55,68.16,41.34
68.64,37.31,2.11,21.88,1.04,121.19,125.81,7471.95,77.54,39.71
64.85,25.6,3.92,22.11,1.24,62.28,77.52,3751.30,50.6,42.91
56.41,95,2.13,25.36,1.14,129.44,148.11,5109.92,74.01,42.11
93.38,71.84,2.56,21.47,1.36,101.67,137.88,6057.67,88.11,39.05
56.9,86.49,2.84,26.33,1.13,109.81,123.86,7221.18,93.6,39.41
99.15,30.79,2.33,28.24,1.47,131.42,193.46,4659.46,65.19,51.5
55.83,80.06,4.28,29.83,1.37,60.07,82.37,7527.52,91.52,47.01
20.43,81,3.55,20.02,1.06,136.59,144.76,7054.26,89.66,35.04
52.34,31.36,4.19,23.46,1.07,144.31,154.4,6678.46,96.81,37.69
26.41,32.11,3.71,26.89,1.18,118.59,139.89,2866.78,36.19,54.15
63.74,42.16,4.48,24.93,1.01,126.88,128.61,5284.57,72.91,46.56
72.38,36.26,3.31,18.78,1.02,62.82,64.36,6238.59,76.95,34.15
52.16,93.16,2.13,22.18,1.36,101.76,138.33,2065.31,25.27,55.35
18.79,47.22,2.4,27.52,1.16,74.88,87.13,6353.06,73.14,37.13
52.18,77.1,3.47,23.91,1.1,129.34,142.51,4647.42,61.08,44.66
17.33,80.38,2.87,26.33,1.18,129.37,153.18,7018.83,100.92,34.52
71.39,48.95,2.28,25.69,1.49,88.07,131.34,5830.44,66.19,42.56
81.13,71.19,2.6,29.32,1.45,121.3,176.03,2266.51,26.02,72.29
96.61,28.09,3.19,28.3,1.13,102.08,115.07,3996.53,40.02,61.87
23.39,49.77,3.3,22.13,1.04,101.29,105.16,2186.95,24.88,47.74
57.92,92.55,4.34,23.97,1.16,116.78,135.94,2047.31,30.14,62
61.08,32.64,2.23,23.72,1,108.6,109.09,7879.33,110.06,32
93.02,48.93,2.89,21.35,1.11,66.64,74.03,3574.17,49.91,44.07
66.45,79.29,3.27,25.45,1.31,112.23,147.28,2950.58,42.09,56.08
23.1,69.91,2.28,21.13,1.04,92.92,97.09,7235.30,105.36,29.76
49.27,67.36,3.72,19.92,1.09,95.05,103.23,3853.63,44.12,42.66
68.93,83.99,3.29,19.32,1.22,129.8,157.81,3764.92,47.62,47.21
73.03,22.18,3.15,21.44,1.36,125.16,169.91,7309.81,83.72,40.99
87.68,77.84,3.64,23.68,1.26,121.84,153.98,5459.36,69.84,49.08
26.25,86.19,2.72,19.39,1.37,133.69,182.69,3255.30,39.11,41.79
95.64,21.21,2.85,26.11,1.05,69.88,73.12,3739.54,55.44,49.97
15.32,61.92,2.41,28.44,1.08,99.94,108,2580.11,36.75,46.05
98.54,46.14,3.31,23.13,1.45,146.05,211.08,5950.37,84.95,47.34
87.2,23.81,2.93,28.48,1.48,60.1,88.93,3048.30,30.88,60.62
69.42,51.33,2.65,19.81,1.41,143.7,202.66,4589.47,67.27,41.89
76.15,68.3,2.31,18.93,1.36,64.47,87.68,5926.57,87.19,33.22
16.54,88.93,2.06,27.77,1.03,54.1,55.49,4674.44,66.96,33.93
13.73,66.54,2.48,29.7,1.5,69.33,103.95,4723.04,66.42,40.03
19.16,84.26,2.62,22.09,1.11,95.1,105.12,7448.56,77.98,34.4
17.86,29.12,3.21,25.89,1.21,77.11,92.98,6834.24,86.67,35.17
59.26,35.79,2.6,25.85,1.31,95.27,125.22,4235.59,57.28,45.73
29.39,92.77,4.04,26.23,1.27,97.16,123.51,5604.66,65.52,40.41
87.42,86.56,3.19,24.87,1.5,149.23,223.17,4542.36,47.81,59.73
50.12,37.64,3.56,21.08,1.3,105.3,136.51,5828.46,60.09,38.17
72.6,66.57,2.52,18.97,1.11,126.9,140.97,7447.53,85.12,34.27
68.76,47.2,3.04,18.16,1.28,59.33,76.05,5397.26,57.19,38.34
38.79,55.14,3.51,20.16,1.16,110.24,128.18,2845.47,41.82,45.85
31.89,84.57,2.78,19.44,1.33,77.7,103.56,7041.80,100.32,27.43
40.82,75.18,2.84,18.46,1.02,76.35,77.85,6391.18,82.15,29.11
81.7,37.88,4.02,19.09,1.14,149.5,170.16,3064.20,31.21,61.77
62.76,43.7,4.09,18.59,1.27,81.34,103.64,5752.82,66.18,35.2
32.82,41.73,3.33,24.58,1.39,137.15,190.41,7468.00,77.27,41.96
83.61,78.55,4.24,18.69,1.42,96.1,136.15,7395.76,81.67,37.48
14.93,56.76,3.84,29.95,1.46,88.12,128.41,7909.63,106.95,40.71
72.93,91.3,2.14,24.02,1.19,64.1,76.22,6099.35,85.53,38.53
49.52,81.25,3.4,28.81,1.29,116.3,150.45,7849.62,99.23,44.25
75.82,35.84,3.74,23.85,1.29,103.44,133.75,2565.45,28.79,63.27
93.47,78.95,3.35,19.63,1.45,111.93,162.26,3289.38,43.47,53.08
77.5,57.96,4.08,28.09,1.42,133.35,189.77,5149.54,74.62,52.43
49.78,39.03,2.75,20.85,1.21,129.55,157.05,4238.24,47.55,42.77
23.59,47.25,2.16,18.49,1.3,60.1,77.98,2364.82,24.03,37.84
82.57,92.91,3.58,20.29,1.46,54.75,79.82,2757.42,31.43,54.58
51.46,56.3,3.83,25.19,1.5,102.55,153.82,3928.50,53.48,49.03
16.78,73.97,3.91,23.22,1.37,62.47,85.54,6914.59,80.15,37.69
74.71,55.78,2.03,19.94,1.03,147.32,152.37,7405.33,107.88,34.5
36.27,47.87,3.68,24.4,1.45,116.58,168.56,7337.54,79.31,39.18
14.4,79.73,2.05,29.44,1.24,137.58,170.46,3669.79,51.07,44.42
91.25,83.62,3.94,26.72,1.18,52.72,61.96,6503.95,80.53,44.23
53.48,25.39,3.76,18.83,1.15,95.81,109.71,3896.05,41.65,46.83
35.29,40.92,3.42,21.84,1.4,96.08,134.68,5730.62,78.24,36.78
74.47,58.09,3.27,26.31,1.45,74.35,107.75,7030.61,70.71,43.64
89.73,43.74,3.79,19.68,1.34,58.55,78.63,3393.22,44.61,48.68
10.03,78.77,2.14,24.46,1.03,77.86,80.18,4593.25,66.01,33.6
71.91,28.61,4.08,24.55,1.49,118.21,176.54,4912.84,49.42,57.36
79.03,79.83,2.5,19.06,1.28,53.43,68.33,4255.88,56.23,37.41
28.89,66.34,3.19,25.27,1.41,99.9,141.23,7145.39,72.57,39.48
54.07,41.7,3.22,28.8,1.36,94.31,128.32,2490.97,35.48,53.99
18.04,45.83,3.94,25.82,1.17,76.33,89.13,7746.31,111.34,32.57
77.21,33.72,2.48,28.99,1.46,79.75,116.34,7496.43,103.52,40.68
86.27,38.94,2.75,25.36,1.15,71.76,82.7,4196.22,48.17,47.24
19.74,73.8,3.66,27.02,1.49,114.78,171.02,7009.33,81.59,42.49
83.48,48.19,3.03,28.71,1.49,97.1,144.87,2601.10,29.48,66.76
79.44,71.56,2.75,23.56,1.02,127.54,130.3,7462.48,106.54,38.63
41.22,58.56,3.55,19.9,1.06,120.43,128.22,6473.55,74.22,34.69
72.13,30.9,2.22,19.43,1.12,105.22,117.55,5887.16,77.54,35.2
10,57.43,3.97,29.44,1.18,147.05,174.2,4649.68,60.96,44.33
93.86,76.74,3.31,24.56,1.33,89.22,118.37,2002.76,22.8,68.7
59.53,42.33,2.52,26.2,1.18,137.55,162.66,6447.57,91.26,41.78
65.83,68.61,3.02,25.34,1.47,97.69,143.48,6558.83,84.9,37.84
69.82,34.93,2.33,24.78,1.24,72.22,89.41,5656.65,65.63,40.57
60.52,30.18,3.54,24.71,1.28,113.74,145.44,3795.89,45.03,51.84
87.11,47.02,3.67,23.68,1.31,99.44,130.58,2592.19,36.15,59.25
64.87,49.19,3.01,28.61,1.21,83.93,101.78,2241.49,27.82,61.16
91.7,77.08,2.85,19.45,1.32,134.78,177.55,2772.80,38.44,55.51
62.41,54.51,4.12,26.59,1.04,56.67,59.21,2897.29,35.92,55.1
25.4,26.09,3.44,26.17,1.25,82.3,102.96,3648.01,36.95,47.99
92.22,67.55,3.67,18.75,1.17,123.08,143.4,6573.11,74.61,43.15
71.35,55.19,2.32,20.6,1.1,68,74.87,3869.96,45.86,41.03
72.93,44.87,3.78,27.45,1.02,99.6,101.48,7993.26,116.72,42.07
98.69,80.17,3.11,20.81,1.39,86.24,119.91,3107.86,46.06,50.43
16.77,31.58,2.92,24.93,1.06,82.89,87.92,7118.76,91.71,35.13
48.57,88.49,4.32,19,1.09,91.49,99.31,3365.24,36.28,47.86
31.52,45.05,2.13,20.67,1.08,103.99,112.73,3933.37,53.4,35.22
66.74,54.57,2.49,28.69,1.49,80.67,120.21,3474.06,41.11,53.23
82.61,89.69,2.94,22.34,1.13,90.32,101.76,5683.43,58.74,44.43
96.97,77.09,2.81,27.67,1.09,112.29,122.75,6505.86,87.72,47.96
50.91,25.57,3.28,23.74,1.48,83.13,123.42,2221.35,26.07,57.37
80.76,63.37,3,21.87,1.31,136.93,179.87,4663.74,53.59,50.47
92.53,43.28,3.97,24.8,1.34,130.3,174.76,5995.58,89.04,47.94
71.5,58.14,3.92,24.41,1.41,64.21,90.37,2864.53,29.55,59.66
31.85,75.72,3.93,29.82,1.27,134.83,171.66,5683.62,83.22,45.98
64.71,57.21,2.92,22.13,1.27,68.06,86.53,4112.59,54.33,42.27
97.3,25.33,3.02,25.84,1.5,61.59,92.33,2196.76,26.94,62.72
98.88,59.75,3.8,26.27,1.34,147.7,198.65,7813.69,95.21,45.49
67.81,21.81,2.31,25.52,1.36,105.01,142.36,6870.57,72.5,44.3
89.83,46.13,4.13,23.75,1.04,136.87,142.9,2368.19,33.17,63.18
28.03,55.85,3.35,27.4,1.06,74.67,78.93,4797.28,53.28,42.53
32.15,68.35,4.12,27.22,1.25,144.47,181.14,6800.66,97.09,41.44
95.76,57.97,3.98,29.51,1.36,140.01,191.02,7786.46,111.36,47.8
22.17,31.4,2.94,29.72,1.38,103.78,142.9,4721.20,65.93,43.49
27.2,89.92,2.25,20.58,1.39,134.23,186.81,7429.44,110.99,30.85
47.85,68.77,4.3,25.85,1.36,88.41,119.91,5970.81,81.37,44.81
63.06,43.77,2.86,28.28,1.06,110.2,116.66,2706.15,38.83,53.57
64.34,92.45,2.93,29.55,1.42,116.53,165.12,6967.33,92.14,46.11
36.28,86.19,4.27,19.71,1.38,134.67,186.29,6596.60,98.85,35.36
92.86,30.76,4.29,29.39,1.19,115.18,136.69,3976.19,46.87,60.45
92.36,69.16,2.66,20.71,1.2,147.87,178.09,7496.69,85.12,41.48
45.29,62.01,2.22,24.87,1.28,51.22,65.4,3313.31,42.31,41.35
49.09,34.46,2,25.85,1.5,133.47,199.73,6217.15,78.8,41.5
73.22,37.51,3.1,28.55,1.37,79.87,109.6,6464.43,81.16,45.18
69.67,62.28,3.42,27.64,1.42,61.22,86.86,3781.20,40.94,55.03
44.41,44.1,2.68,29.21,1.1,71.5,78.85,4026.30,45.98,50.57
47.28,82.61,2.65,27.45,1.25,129.63,162.41,7542.43,81.91,42.73
41.32,27.33,2.89,22.06,1.28,89.94,115.24,5468.44,60.67,40.54
31.18,88.55,2.66,20.15,1.02,116.35,118.93,2947.17,42.84,41.52
51.23,83.04,4.15,19.87,1.06,115.8,122.26,3217.43,32.69,53.41
71.78,75.4,3.61,19.05,1.11,84.73,93.82,2662.79,37.74,48.74
76.78,39.69,4.07,29.19,1.44,103.11,148.66,2584.12,27.92,70.94
